query_idx,phase,user_id,user_profile,question,category,difficulty,source,compute,score,cache_hit,ensemble_size
2345,Персонализация,368,loyal,"Я слышал, что вопрос по теме «Общие вопросы» #18?)",Общие вопросы,medium,user,0.1,86.6,True,0
2346,Персонализация,92,new,"Подскажите пожалуйста, вопрос по теме «Спортивное питание» #",Спортивное питание,easy,user,1.2,93.1,False,2
2347,Персонализация,125,regular,"Посоветуйте, что такое антиоксиданты — как думаете?",Основы нутрициологии,medium,user,1.7,89.2,False,2
2348,Персонализация,39,casual,"Дайте совет, вопрос по теме «Общие вопросы» #11 это правда?",Общие вопросы,medium,user,1.5,82.3,False,2
2349,Персонализация,416,active,"А вот интересно, вопрос по теме «Общие вопросы» #19? А то я ",Общие вопросы,easy,user,0.73,87.5,False,2
2350,Персонализация,187,active,"Расскажите подробнее, что такое IG-диета интересно узнать?",Диеты и режимы,medium,user,1.67,93.6,False,2
2351,Персонализация,457,casual,"Расскажите подробнее, что такое глюконеогенез — как думаете?",Макронутриенты,easy,user,1.13,94.0,False,2
2352,Персонализация,177,regular,"Проконсультируйте, какие витамины относятся к жирорастворимы",Микронутриенты и витамины,medium,user,2.04,94.3,False,2
2353,Персонализация,466,active,Вопрос по теме «Диеты и режимы» #19,Диеты и режимы,hard,expert,0.16000000000000003,81.1,True,0
2354,Персонализация,107,regular,"Проконсультируйте, что такое метаболический синдром?",Заболевания и питание,easy,user,2.14,99,False,3
2355,Персонализация,357,regular,"Я слышал, что вопрос по теме «БАДы и добавки» #16?",БАДы и добавки,medium,user,3.31,98.3,False,3
2356,Персонализация,255,new,"Подскажите пожалуйста, сколько калорий в 1 г жира?)",Макронутриенты,easy,user,1.2,92.7,False,2
2357,Персонализация,423,casual,Вопрос по теме «Основы нутрициологии» #19,Основы нутрициологии,medium,expert,0.1,87.8,True,0
2358,Персонализация,253,regular,Вопрос по теме «Диеты и режимы» #18,Диеты и режимы,easy,expert,0.06,90.7,True,0
2359,Персонализация,105,casual,У меня такой вопрос: чем отличаются простые и сложные углево,Макронутриенты,easy,user,0.06,90.7,True,0
2360,Персонализация,156,regular,Что такое пробиотики?,БАДы и добавки,easy,expert,0.06,90.6,True,0
2361,Персонализация,311,active,У меня такой вопрос: что такое пробиотики?),БАДы и добавки,medium,user,2.96,99,False,3
2362,Персонализация,414,active,Какие функции выполняет печень в метаболизме это правда?,Основы нутрициологии,medium,user,1.52,88.6,False,2
2363,Персонализация,222,casual,"Объясните, для чего нужен кальций?",Микронутриенты и витамины,medium,user,2.26,95.4,False,2
2364,Персонализация,29,casual,Интересует такой вопрос: вопрос по теме «БАДы и добавки» #17,БАДы и добавки,medium,user,0.1,88.1,True,0
2365,Персонализация,347,regular,"Дайте совет, сколько белка нужно спортсмену интересно узнать",Спортивное питание,easy,user,1.02,93.6,False,2
2366,Персонализация,290,loyal,"Можете рассказать, какова норма углеводов в сутки?)",Макронутриенты,medium,user,1.37,87.8,False,2
2367,Персонализация,381,regular,У меня такой вопрос: вопрос по теме «Диеты и режимы» #11 — к,Диеты и режимы,medium,user,0.1,86.3,True,0
2368,Персонализация,409,regular,"А правда, что вопрос по теме «Макронутриенты» #18?",Макронутриенты,medium,user,0.1,86.9,True,0
2369,Персонализация,277,casual,"Я слышал, что что такое кетодиета подскажите?",Диеты и режимы,medium,user,2.07,91.4,False,2
2370,Персонализация,185,regular,Какие витамины относятся к жирорастворимым?,Микронутриенты и витамины,easy,expert,1.22,99,False,2
2371,Персонализация,63,casual,Что такое электролиты?,Спортивное питание,medium,expert,0.1,86.9,True,0
2372,Персонализация,91,casual,У меня такой вопрос: что такое пищевая плотность подскажите?,Основы нутрициологии,medium,user,0.1,87.5,True,0
2373,Персонализация,494,regular,У меня такой вопрос: вопрос по теме «Общие вопросы» #11?,Общие вопросы,easy,user,0.82,86.5,False,2
2374,Персонализация,480,regular,"Никак не могу понять, правда ли, что яйца повышают холестери",Общие вопросы,easy,user,0.82,87.9,False,2
2375,Персонализация,225,casual,"Посоветуйте, для чего нужен витамин D?",Микронутриенты и витамины,easy,user,1.35,99,False,2
2376,Персонализация,253,regular,Вопрос по теме «Микронутриенты и витамины» #19,Микронутриенты и витамины,hard,expert,0.16000000000000003,81.5,True,0
2377,Персонализация,335,new,"А вот интересно, вопрос по теме «Общие вопросы» #19? А то я ",Общие вопросы,easy,user,0.96,86.3,False,2
2378,Персонализация,225,casual,Интересует такой вопрос: что такое food combining?),Общие вопросы,easy,user,0.9,86.5,False,2
2379,Персонализация,132,new,У меня такой вопрос: что такое пищевая плотность подскажите?,Основы нутрициологии,medium,user,2.0,90.9,False,2
2380,Персонализация,367,casual,"Хотелось бы узнать, вопрос по теме «Основы нутрициологии» #1",Основы нутрициологии,medium,user,1.88,88.6,False,2
2381,Персонализация,227,new,Какие продукты богаты железом?,Микронутриенты и витамины,medium,expert,0.1,87.1,True,0
2382,Персонализация,190,regular,Вопрос по теме «Общие вопросы» #12,Общие вопросы,hard,expert,0.16000000000000003,80.9,True,0
2383,Персонализация,448,new,"Расскажите подробнее, какие существуют незаменимые аминокисл",Основы нутрициологии,medium,user,2.0,88.5,False,2
2384,Персонализация,171,casual,Вопрос по теме «Микронутриенты и витамины» #18,Микронутриенты и витамины,hard,expert,5.41,88.4,False,3
2385,Персонализация,318,active,"А вот интересно, что такое пищевая плотность это правда?",Основы нутрициологии,easy,user,0.91,91.6,False,2
2386,Персонализация,466,active,"Можете рассказать, что такое BCAA что посоветуете?",Спортивное питание,medium,user,1.52,90.7,False,2
2387,Персонализация,399,regular,"А вот интересно, вопрос по теме «Диеты и режимы» #15?",Диеты и режимы,medium,user,1.87,91.2,False,2
2388,Персонализация,425,active,"Посоветуйте, вопрос по теме «Спортивное питание» #19 что пос",Спортивное питание,medium,user,1.52,88.8,False,2
2389,Персонализация,40,casual,Какие витамины относятся к водорастворимым?,Микронутриенты и витамины,easy,expert,1.35,99,False,2
2390,Персонализация,257,active,Вопрос по теме «БАДы и добавки» #11,БАДы и добавки,medium,expert,2.96,98.1,False,3
2391,Персонализация,433,new,Интересует такой вопрос: вопрос по теме «Основы нутрициологи,Основы нутрициологии,medium,user,0.1,87.5,True,0
2392,Персонализация,268,casual,"Никак не могу понять, вопрос по теме «Микронутриенты и витам",Микронутриенты и витамины,medium,user,0.1,88.4,True,0
2393,Персонализация,150,new,"Подскажите пожалуйста, насколько важен завтрак?",Общие вопросы,medium,user,0.1,88.3,True,0
2394,Персонализация,185,regular,Какие продукты полезны при гипертонии?,Заболевания и питание,medium,expert,3.57,98.8,False,3
2395,Персонализация,375,loyal,Зачем принимать магний?,БАДы и добавки,hard,expert,0.16000000000000003,80.2,True,0
2396,Персонализация,258,regular,"А вот интересно, что такое пищевая плотность это правда?",Основы нутрициологии,medium,user,1.7,90.0,False,2
2397,Персонализация,229,new,"Объясните, вопрос по теме «Общие вопросы» #14 — как думаете?",Общие вопросы,medium,user,1.6,84.9,False,2
2398,Персонализация,275,active,"В интернете пишут, какие бывают типы жирных кислот? А то я з",Макронутриенты,easy,user,0.91,94.6,False,2
2399,Персонализация,310,new,Непонятно вот что: вопрос по теме «Заболевания и питание» #1,Заболевания и питание,medium,user,4.11,99,False,3
2400,Персонализация,209,new,"А вот интересно, вопрос по теме «Спортивное питание» #14? А ",Спортивное питание,medium,user,2.0,89.9,False,2
2401,Персонализация,460,loyal,Вопрос по теме «Спортивное питание» #15,Спортивное питание,hard,expert,0.16000000000000003,79.6,True,0
2402,Персонализация,134,loyal,Что такое гипервитаминоз?,Микронутриенты и витамины,easy,expert,1.01,99,False,2
2403,Персонализация,17,casual,"Расскажите подробнее, что такое гиповитаминоз интересно узна",Микронутриенты и витамины,easy,user,1.35,99,False,2
2404,Персонализация,443,new,"Можете рассказать, вопрос по теме «Спортивное питание» #16 ч",Спортивное питание,easy,user,1.2,93.1,False,2
2405,Персонализация,285,new,Какие витамины относятся к жирорастворимым?,Микронутриенты и витамины,easy,expert,0.06,93.0,True,0
2406,Персонализация,459,regular,Вопрос по теме «Основы нутрициологии» #16?,Основы нутрициологии,easy,user,1.0,96.1,False,2
2407,Персонализация,378,regular,"Посоветуйте, вопрос по теме «Общие вопросы» #20? А то я запу",Общие вопросы,medium,user,1.36,83.3,False,2
2408,Персонализация,230,loyal,Как питание влияет на микробиом?,Заболевания и питание,easy,expert,0.06,91.9,True,0
2409,Персонализация,68,regular,Что такое IG-диета?,Диеты и режимы,medium,expert,1.84,93.8,False,2
2410,Персонализация,42,active,Какие продукты вызывают аллергию?,Заболевания и питание,medium,user,3.19,99,False,3
2411,Персонализация,194,regular,Как рассчитывается базальный метаболизм?,Основы нутрициологии,hard,expert,3.98,84.1,False,3
2412,Персонализация,49,regular,"Подскажите пожалуйста, какие продукты богаты белком?",Макронутриенты,easy,user,1.02,93.0,False,2
2413,Персонализация,459,regular,Что такое термогенез пищи?,Основы нутрициологии,easy,expert,1.0,93.4,False,2
2414,Персонализация,163,new,Вопрос по теме «БАДы и добавки» #12,БАДы и добавки,easy,expert,2.34,99,False,3
2415,Персонализация,376,casual,"Подскажите пожалуйста, что такое средиземноморская диета?",Диеты и режимы,medium,user,0.1,87.6,True,0
2416,Персонализация,294,casual,"Расскажите подробнее, какой витамин синтезируется в коже под",Микронутриенты и витамины,easy,user,0.06,91.3,True,0
2417,Персонализация,60,new,Вопрос по теме «Общие вопросы» #13,Общие вопросы,easy,expert,0.96,87.4,False,2
2418,Персонализация,147,casual,"В интернете пишут, что такое целиакия?",Заболевания и питание,easy,user,2.37,99,False,3
2419,Персонализация,341,active,Вопрос по теме «Диеты и режимы» #13,Диеты и режимы,medium,expert,0.1,88.5,True,0
2420,Персонализация,386,active,"В интернете пишут, вопрос по теме «Микронутриенты и витамины",Микронутриенты и витамины,medium,user,1.82,96.2,False,2
2421,Персонализация,276,active,"Подскажите пожалуйста, какая связь между питанием и онкологи",Заболевания и питание,easy,user,0.06,92.9,True,0
2422,Персонализация,13,active,Что такое пищевые волокна?,Макронутриенты,medium,expert,1.52,89.6,False,2
2423,Персонализация,266,casual,"Я слышал, что что такое Омега-3 что посоветуете?",Макронутриенты,easy,user,1.13,92.8,False,2
2424,Персонализация,361,regular,Вопрос по теме «Диеты и режимы» #17,Диеты и режимы,medium,expert,0.1,87.4,True,0
2425,Персонализация,134,loyal,"Скажите, зачем принимать магний что посоветуете?",БАДы и добавки,medium,user,2.73,99,False,3
2426,Персонализация,59,regular,"Посоветуйте, как питаться при заболеваниях почек интересно у",Заболевания и питание,medium,user,0.1,88.3,True,0
2427,Персонализация,372,casual,Вопрос по теме «Спортивное питание» #20,Спортивное питание,hard,expert,4.43,83.8,False,3
2428,Персонализация,322,new,Вопрос по теме «Макронутриенты» #19,Макронутриенты,medium,expert,2.0,90.2,False,2
2429,Персонализация,473,active,"Посоветуйте, как питаться при заболеваниях почек интересно у",Заболевания и питание,medium,user,3.13,99,False,3
2430,Персонализация,430,active,Вопрос по теме «БАДы и добавки» #17,БАДы и добавки,hard,expert,4.74,88.5,False,3
2431,Персонализация,4,casual,"Никак не могу понять, какие минералы являются микроэлементам",Микронутриенты и витамины,medium,user,2.26,93.7,False,2
2432,Персонализация,344,regular,Вопрос по теме «Макронутриенты» #16,Макронутриенты,hard,expert,0.16000000000000003,81.3,True,0
2433,Персонализация,375,loyal,Вопрос по теме «Общие вопросы» #19,Общие вопросы,medium,expert,0.1,88.6,True,0
2434,Персонализация,486,regular,Что такое IG-диета?,Диеты и режимы,medium,expert,1.87,89.6,False,2
2435,Персонализация,285,new,Вопрос по теме «Основы нутрициологии» #18 что посоветуете?,Основы нутрициологии,medium,user,0.1,87.3,True,0
2436,Персонализация,134,loyal,"Расскажите подробнее, сколько калорий в 1 г углеводов это пр",Макронутриенты,medium,user,1.37,89.9,False,2
2437,Персонализация,336,active,Что такое метаболический синдром?,Заболевания и питание,easy,expert,0.06,91.2,True,0
2438,Персонализация,149,regular,"Хотелось бы узнать, вопрос по теме «Диеты и режимы» #17 инте",Диеты и режимы,easy,user,1.12,97.9,False,2
2439,Персонализация,182,new,Вопрос по теме «Общие вопросы» #15,Общие вопросы,hard,expert,0.16000000000000003,79.6,True,0
2440,Персонализация,451,casual,"Я слышал, что вопрос по теме «БАДы и добавки» #16?",БАДы и добавки,medium,user,0.1,88.8,True,0
2441,Персонализация,166,active,Что такое food combining?,Общие вопросы,easy,expert,0.06,91.8,True,0
2442,Персонализация,163,new,"А вот интересно, какие бывают типы жирных кислот интересно у",Макронутриенты,easy,user,1.2,94.7,False,2
2443,Персонализация,247,regular,Интересует такой вопрос: что такое food combining?,Общие вопросы,medium,user,1.33,83.5,False,2
2444,Персонализация,120,new,"Подскажите пожалуйста, чем отличаются макро- и микронутриент",Основы нутрициологии,medium,user,2.0,89.3,False,2
2445,Персонализация,400,regular,"Я слышал, что вопрос по теме «Общие вопросы» #19 интересно у",Общие вопросы,medium,user,1.36,82.5,False,2
2446,Персонализация,200,new,Что такое метаболический синдром?,Заболевания и питание,medium,expert,0.1,88.6,True,0
2447,Персонализация,137,new,"Я слышал, что как питание влияет на микробиом подскажите?",Заболевания и питание,medium,user,4.2,99,False,3
2448,Персонализация,157,casual,"Посоветуйте, что такое гейнер?)",Спортивное питание,easy,user,1.13,92.2,False,2
2449,Персонализация,320,new,У меня такой вопрос: какой витамин синтезируется в коже под ,Микронутриенты и витамины,medium,user,2.4,94.9,False,2
2450,Персонализация,276,active,Когда лучше принимать протеин?,Спортивное питание,easy,expert,0.06,91.6,True,0
2451,Персонализация,399,regular,"Дайте совет, что такое Омега-3?",Макронутриенты,medium,user,0.1,88.3,True,0
2452,Персонализация,32,casual,У меня такой вопрос: вопрос по теме «Заболевания и питание» ,Заболевания и питание,easy,user,0.06,92.0,True,0
2453,Персонализация,80,casual,"Подскажите пожалуйста, зачем принимать магний?",БАДы и добавки,easy,user,2.2,99,False,3
2454,Персонализация,466,active,"Проконсультируйте, как питаться после тренировки?",Спортивное питание,medium,user,0.1,88.2,True,0
2455,Персонализация,481,loyal,"Дайте совет, вопрос по теме «Спортивное питание» #16 подскаж",Спортивное питание,easy,user,0.84,91.5,False,2
2456,Персонализация,52,regular,"Никак не могу понять, вреден ли глютен для всех это правда?",Общие вопросы,easy,user,0.06,91.0,True,0
2457,Персонализация,154,active,Вопрос по теме «Микронутриенты и витамины» #19,Микронутриенты и витамины,hard,expert,4.3,87.4,False,3
2458,Персонализация,63,casual,"Посоветуйте, что такое гиповитаминоз — это нормально?",Микронутриенты и витамины,easy,user,1.33,97.2,False,2
2459,Персонализация,138,new,Что такое DASH-диета?,Диеты и режимы,easy,expert,0.06,92.6,True,0
2460,Персонализация,390,new,Как питаться до тренировки?,Спортивное питание,medium,expert,1.96,87.1,False,2
2461,Персонализация,309,new,"Можете рассказать, вопрос по теме «Общие вопросы» #14?",Общие вопросы,medium,user,1.6,84.8,False,2
2462,Персонализация,310,new,"А вот интересно, вопрос по теме «Диеты и режимы» #15?",Диеты и режимы,medium,user,0.1,87.6,True,0
2463,Персонализация,11,casual,Вопрос по теме «Основы нутрициологии» #19,Основы нутрициологии,medium,expert,0.1,86.9,True,0
2464,Персонализация,335,new,"Проконсультируйте, что такое органическая еда что посоветует",Общие вопросы,easy,user,0.94,86.8,False,2
2465,Персонализация,495,casual,"Расскажите подробнее, какие БАДы опасны в передозировке — ка",БАДы и добавки,easy,user,2.2,99,False,3
2466,Персонализация,125,regular,"Никак не могу понять, какие витамины относятся к водораствор",Микронутриенты и витамины,medium,user,2.04,96.5,False,2
2467,Персонализация,365,casual,Вопрос по теме «Спортивное питание» #11,Спортивное питание,easy,expert,1.11,91.5,False,2
2468,Персонализация,228,active,Вопрос по теме «БАДы и добавки» #13,БАДы и добавки,hard,expert,0.16000000000000003,80.1,True,0
2469,Персонализация,73,regular,"Никак не могу понять, вопрос по теме «БАДы и добавки» #14 — ",БАДы и добавки,easy,user,0.06,92.1,True,0
2470,Персонализация,106,active,"Хотелось бы узнать, вопрос по теме «Диеты и режимы» #17 инте",Диеты и режимы,easy,user,1.0,94.5,False,2
2471,Персонализация,429,new,Что такое IG-диета?,Диеты и режимы,medium,expert,2.2,93.1,False,2
2472,Персонализация,252,loyal,"Объясните, вопрос по теме «Спортивное питание» #11 это правд",Спортивное питание,medium,user,1.4,90.4,False,2
2473,Персонализация,18,new,Непонятно вот что: для чего нужно железо?,Микронутриенты и витамины,easy,user,1.44,99,False,2
2474,Персонализация,107,regular,Вопрос по теме «Диеты и режимы» #14,Диеты и режимы,hard,expert,0.16000000000000003,80.6,True,0
2475,Персонализация,491,active,Вопрос по теме «Общие вопросы» #11,Общие вопросы,hard,expert,0.16000000000000003,80.5,True,0
2476,Персонализация,284,regular,Какая связь между питанием и онкологией?,Заболевания и питание,hard,expert,0.16000000000000003,79.6,True,0
2477,Персонализация,358,active,У меня такой вопрос: для чего нужен витамин D?,Микронутриенты и витамины,medium,user,1.82,95.5,False,2
2478,Персонализация,383,regular,"А правда, что вопрос по теме «Диеты и режимы» #12 — это норм",Диеты и режимы,easy,user,1.1,96.2,False,2
2479,Персонализация,19,loyal,Что такое метаболизм?,Основы нутрициологии,easy,expert,0.06,92.8,True,0
2480,Персонализация,249,regular,"А вот интересно, вопрос по теме «Общие вопросы» #15?)",Общие вопросы,easy,user,0.82,87.3,False,2
2481,Персонализация,60,new,"Подскажите пожалуйста, полезны ли смузи подскажите?",Общие вопросы,medium,user,1.57,85.1,False,2
2482,Персонализация,165,loyal,"Я слышал, что что такое палеодиета?)",Диеты и режимы,easy,user,0.92,94.9,False,2
2483,Персонализация,350,new,"Верно ли, что вопрос по теме «Спортивное питание» #12 — это ",Спортивное питание,easy,user,1.2,95.9,False,2
2484,Персонализация,309,new,"Объясните, сколько белка нужно спортсмену?",Спортивное питание,easy,user,1.2,92.4,False,2
2485,Персонализация,382,regular,"Объясните, какие основные нутриенты необходимы человеку — эт",Основы нутрициологии,medium,user,1.7,87.8,False,2
2486,Персонализация,242,casual,"Я слышал, что какие минералы являются микроэлементами? А то ",Микронутриенты и витамины,medium,user,2.26,92.8,False,2
2487,Персонализация,2,regular,Что такое НАЖБП это правда?,Заболевания и питание,medium,user,0.1,86.5,True,0
2488,Персонализация,234,active,Какие продукты вызывают аллергию?,Заболевания и питание,medium,user,3.19,99,False,3
2489,Персонализация,325,casual,Интересует такой вопрос: вопрос по теме «Спортивное питание»,Спортивное питание,medium,user,0.1,86.3,True,0
2490,Персонализация,98,new,"Дайте совет, вопрос по теме «Диеты и режимы» #12 подскажите?",Диеты и режимы,easy,user,1.29,96.1,False,2
2491,Персонализация,188,active,Вопрос по теме «Спортивное питание» #17 это правда?,Спортивное питание,medium,user,1.52,89.6,False,2
2492,Персонализация,103,casual,"Посоветуйте, вреден ли глютен для всех?",Общие вопросы,easy,user,0.9,86.0,False,2
2493,Персонализация,91,casual,Вопрос по теме «Диеты и режимы» #17 — это нормально?,Диеты и режимы,easy,user,0.06,92.0,True,0
2494,Персонализация,330,new,Какие продукты богаты железом?,Микронутриенты и витамины,easy,expert,1.44,99,False,2
2495,Персонализация,494,regular,"А вот интересно, вопрос по теме «Диеты и режимы» #15 интерес",Диеты и режимы,medium,user,1.87,93.8,False,2
2496,Персонализация,1,loyal,Какие функции выполняет печень в метаболизме это правда?,Основы нутрициологии,medium,user,0.1,88.4,True,0
2497,Персонализация,75,regular,"Посоветуйте, вопрос по теме «Общие вопросы» #16?",Общие вопросы,medium,user,1.36,85.1,False,2
2498,Персонализация,458,casual,"Скажите, чем отличаются макро- и микронутриенты подскажите?",Основы нутрициологии,easy,user,1.13,93.5,False,2
2499,Персонализация,167,casual,Сколько калорий в 1 г углеводов?,Макронутриенты,hard,expert,0.16000000000000003,80.7,True,0
2500,Персонализация,193,new,"Проконсультируйте, какие витамины относятся к жирорастворимы",Микронутриенты и витамины,medium,user,2.35,93.4,False,2
2501,Персонализация,271,regular,Вопрос по теме «Общие вопросы» #16,Общие вопросы,easy,expert,0.82,89.2,False,2
2502,Персонализация,484,new,"Расскажите подробнее, какие БАДы опасны в передозировке — ка",БАДы и добавки,easy,user,2.34,99,False,3
2503,Персонализация,250,regular,Вопрос по теме «Микронутриенты и витамины» #18,Микронутриенты и витамины,medium,expert,2.04,94.6,False,2
2504,Персонализация,178,regular,"Можете рассказать, что такое органическая еда — как думаете?",Общие вопросы,easy,user,0.82,89.3,False,2
2505,Персонализация,177,regular,"Хотелось бы узнать, вопрос по теме «Спортивное питание» #15 ",Спортивное питание,easy,user,1.02,95.6,False,2
2506,Персонализация,97,casual,Вопрос по теме «Общие вопросы» #11,Общие вопросы,medium,expert,1.5,85.6,False,2
2507,Персонализация,184,regular,"Скажите, вопрос по теме «БАДы и добавки» #20 — это нормально",БАДы и добавки,easy,user,1.99,99,False,3
2508,Персонализация,468,casual,Что такое электролиты?,Спортивное питание,hard,expert,4.51,81.8,False,3
2509,Персонализация,245,casual,"Никак не могу понять, сколько воды нужно пить в день это пра",Общие вопросы,easy,user,0.9,86.7,False,2
2510,Персонализация,292,casual,Что такое лактазная недостаточность?,Заболевания и питание,hard,expert,6.32,92.5,False,3
2511,Персонализация,232,casual,Что такое НАЖБП?,Заболевания и питание,medium,expert,3.95,99,False,3
2512,Персонализация,53,new,"Можете рассказать, какова норма углеводов в сутки?",Макронутриенты,easy,user,1.2,94.8,False,2
2513,Персонализация,90,active,Вопрос по теме «Общие вопросы» #19,Общие вопросы,medium,expert,0.1,88.4,True,0
2514,Персонализация,61,casual,"А вот интересно, какие продукты полезны при гипертонии — как",Заболевания и питание,medium,user,3.95,99,False,3
2515,Персонализация,439,new,"Объясните, какие основные нутриенты необходимы человеку — эт",Основы нутрициологии,medium,user,0.1,87.9,True,0
2516,Персонализация,8,regular,Вопрос по теме «Макронутриенты» #19,Макронутриенты,medium,expert,1.7,88.5,False,2
2517,Персонализация,463,regular,"Расскажите подробнее, как питаться после тренировки — это но",Спортивное питание,medium,user,1.7,89.4,False,2
2518,Персонализация,206,regular,"Посоветуйте, вопрос по теме «Диеты и режимы» #19?",Диеты и режимы,medium,user,1.84,89.9,False,2
2519,Персонализация,256,loyal,"Подскажите, вопрос по теме «Макронутриенты» #15 это правда?",Макронутриенты,medium,user,1.4,87.4,False,2
2520,Персонализация,141,casual,Вопрос по теме «Общие вопросы» #11 это правда?,Общие вопросы,medium,user,1.5,82.2,False,2
2521,Персонализация,428,new,Интересует такой вопрос: вопрос по теме «Общие вопросы» #11 ,Общие вопросы,easy,user,0.96,86.7,False,2
2522,Персонализация,174,new,Вопрос по теме «БАДы и добавки» #17,БАДы и добавки,hard,expert,6.24,90.9,False,3
2523,Персонализация,59,regular,"Расскажите подробнее, какие продукты содержат витамин K? А т",Микронутриенты и витамины,easy,user,1.22,97.5,False,2
2524,Персонализация,494,regular,Чем пробиотики отличаются от пребиотиков?,БАДы и добавки,medium,expert,3.31,99,False,3
2525,Персонализация,191,regular,Что такое метаболический синдром?,Заболевания и питание,easy,expert,2.1,99,False,3
2526,Персонализация,328,new,Интересует такой вопрос: что такое food combining?,Общие вопросы,medium,user,0.1,88.2,True,0
2527,Персонализация,67,loyal,Чем отличаются макро- и микронутриенты?,Основы нутрициологии,easy,expert,0.84,92.3,False,2
2528,Персонализация,161,casual,Вопрос по теме «Спортивное питание» #18,Спортивное питание,medium,expert,0.1,88.6,True,0
2529,Персонализация,90,active,"В интернете пишут, что такое целиакия?",Заболевания и питание,easy,user,1.88,99,False,3
2530,Персонализация,296,regular,Сколько воды нужно пить в день?,Общие вопросы,hard,expert,3.26,78.2,False,3
2531,Персонализация,425,active,"Подскажите пожалуйста, вопрос по теме «Макронутриенты» #19 —",Макронутриенты,easy,user,0.91,94.2,False,2
2532,Персонализация,291,new,Интересует такой вопрос: вопрос по теме «Общие вопросы» #12 ,Общие вопросы,medium,user,1.6,83.3,False,2
2533,Персонализация,349,regular,"Можете рассказать, что такое IG-диета что посоветуете?",Диеты и режимы,easy,user,0.06,93.2,True,0
2534,Персонализация,282,casual,Вопрос по теме «Диеты и режимы» #14,Диеты и режимы,hard,expert,0.16000000000000003,80.6,True,0
2535,Персонализация,107,regular,Что такое насыщенные жиры?,Макронутриенты,easy,expert,0.06,93.1,True,0
2536,Персонализация,264,new,"Проконсультируйте, какие витамины относятся к жирорастворимы",Микронутриенты и витамины,easy,user,1.44,98.9,False,2
2537,Персонализация,288,regular,"Проконсультируйте, вопрос по теме «Спортивное питание» #12 —",Спортивное питание,medium,user,1.7,88.5,False,2
2538,Персонализация,183,loyal,Вопрос по теме «Основы нутрициологии» #17,Основы нутрициологии,easy,expert,0.06,91.9,True,0
2539,Персонализация,172,regular,"Дайте совет, чем пробиотики отличаются от пребиотиков?",БАДы и добавки,easy,user,1.99,99,False,3
2540,Персонализация,83,new,"Проконсультируйте, какие витамины относятся к жирорастворимы",Микронутриенты и витамины,easy,user,1.44,98.7,False,2
2541,Персонализация,303,casual,"Подскажите пожалуйста, вопрос по теме «БАДы и добавки» #12?",БАДы и добавки,easy,user,2.2,99,False,3
2542,Персонализация,370,casual,У меня такой вопрос: что такое пробиотики?),БАДы и добавки,medium,user,3.67,98.4,False,3
2543,Персонализация,20,new,Что такое метаболический синдром?,Заболевания и питание,easy,expert,0.06,93.1,True,0
2544,Персонализация,474,regular,Непонятно вот что: вопрос по теме «Спортивное питание» #13? ,Спортивное питание,easy,user,1.02,93.4,False,2
2545,Персонализация,295,casual,Вопрос по теме «Спортивное питание» #17,Спортивное питание,easy,expert,0.06,91.0,True,0
2546,Персонализация,153,casual,У меня такой вопрос: какие существуют незаменимые аминокисло,Основы нутрициологии,easy,user,1.13,94.7,False,2
2547,Персонализация,487,casual,"Скажите, вопрос по теме «Заболевания и питание» #19 это прав",Заболевания и питание,medium,user,3.95,98.9,False,3
2548,Персонализация,403,new,"Хотелось бы узнать, что такое пищевые волокна интересно узна",Макронутриенты,medium,user,0.1,88.3,True,0
2549,Персонализация,72,new,Вопрос по теме «Основы нутрициологии» #19,Основы нутрициологии,medium,expert,0.1,87.5,True,0
2550,Персонализация,337,new,Интересует такой вопрос: как питаться после тренировки подск,Спортивное питание,medium,user,1.96,88.4,False,2
2551,Персонализация,120,new,Как питание влияет на микробиом?,Заболевания и питание,easy,expert,0.06,91.2,True,0
2552,Персонализация,350,new,"Я слышал, что что такое электролиты?",Спортивное питание,easy,user,0.06,91.9,True,0
2553,Персонализация,176,loyal,У меня такой вопрос: какие основные нутриенты необходимы чел,Основы нутрициологии,easy,user,0.84,94.7,False,2
2554,Персонализация,467,casual,"Проконсультируйте, что такое органическая еда что посоветует",Общие вопросы,easy,user,0.9,88.6,False,2
2555,Персонализация,49,regular,"Никак не могу понять, вопрос по теме «Микронутриенты и витам",Микронутриенты и витамины,medium,user,2.04,92.6,False,2
2556,Персонализация,459,regular,"А правда, что какие минералы являются макроэлементами что по",Микронутриенты и витамины,easy,user,1.19,99,False,2
2557,Персонализация,201,new,"А вот интересно, какие бывают типы жирных кислот интересно у",Макронутриенты,easy,user,1.2,94.9,False,2
2558,Персонализация,113,active,Вопрос по теме «Общие вопросы» #11,Общие вопросы,medium,expert,1.22,83.0,False,2
2559,Персонализация,421,casual,"А вот интересно, вопрос по теме «Макронутриенты» #19 интерес",Макронутриенты,medium,user,1.88,90.4,False,2
2560,Персонализация,330,new,Что такое термогенез пищи?,Основы нутрициологии,hard,expert,0.16000000000000003,79.9,True,0
2561,Персонализация,222,casual,Вопрос по теме «Макронутриенты» #19 это правда?,Макронутриенты,medium,user,1.88,89.0,False,2
2562,Персонализация,198,new,Что такое антиоксиданты?,Основы нутрициологии,hard,expert,0.16000000000000003,81.7,True,0
2563,Персонализация,215,new,"Объясните, что такое лактазная недостаточность?)",Заболевания и питание,easy,user,2.47,99,False,3
